Game_ID,Result,Home,Away,Date,Won,Won_Points,Lost,Lost_Points,Home_Won
401163114,"HOU 109, LAC 96",LA Clippers,Houston Rockets,20191003,Houston Rockets,109,LA Clippers,96,No
401163149,"DET 109, CLE 105",Detroit Pistons,Cleveland Cavaliers,20191011,Detroit Pistons,109,Cleveland Cavaliers,105,Yes
401163150,"IND 105, CHI 87",Indiana Pacers,Chicago Bulls,20191011,Indiana Pacers,105,Chicago Bulls,87,Yes
401163151,"BOS 100, ORL 75",Orlando Magic,Boston Celtics,20191011,Boston Celtics,100,Orlando Magic,75,No
401163152,"PHI 100, CHA 87",Charlotte Hornets,Philadelphia 76ers,20191011,Philadelphia 76ers,100,Charlotte Hornets,87,No
401163153,"WSH 115, NY 99",New York Knicks,Washington Wizards,20191011,Washington Wizards,115,New York Knicks,99,No
401163154,"NO 128, UTAH 127",New Orleans Pelicans,Utah Jazz,20191011,New Orleans Pelicans,128,Utah Jazz,127,Yes
401163155,"MIL 118, DAL 111",Dallas Mavericks,Milwaukee Bucks,20191011,Milwaukee Bucks,118,Dallas Mavericks,111,No
401163156,"BKN 91, LAL 77",Brooklyn Nets,Los Angeles Lakers,20191012,Brooklyn Nets,91,Los Angeles Lakers,77,Yes
401163157,"PHX 134, POR 118",Portland Trail Blazers,Phoenix Suns,20191012,Phoenix Suns,134,Portland Trail Blazers,118,No
401163165,"MIA 120, ATL 87",Miami Heat,Atlanta Hawks,20191014,Miami Heat,120,Atlanta Hawks,87,Yes
401163166,"CHA 120, MEM 99",Memphis Grizzlies,Charlotte Hornets,20191014,Charlotte Hornets,120,Memphis Grizzlies,99,No
401163167,"DAL 107, OKC 70",Dallas Mavericks,Oklahoma City Thunder,20191014,Dallas Mavericks,107,Oklahoma City Thunder,70,Yes
401163169,"SAC 128, UTAH 115",Utah Jazz,Sacramento Kings,20191014,Sacramento Kings,128,Utah Jazz,115,No
401163168,"DEN 107, PHX 102",Phoenix Suns,Denver Nuggets,20191014,Denver Nuggets,107,Phoenix Suns,102,No
401163170,"LAL 104, GS 98",Los Angeles Lakers,Golden State Warriors,20191014,Los Angeles Lakers,104,Golden State Warriors,98,Yes
401163171,"BOS 118, CLE 95",Cleveland Cavaliers,Boston Celtics,20191015,Boston Celtics,118,Cleveland Cavaliers,95,No
401163172,"MIN 119, IND 111",Indiana Pacers,Minnesota Timberwolves,20191015,Minnesota Timberwolves,119,Indiana Pacers,111,No
401163173,"PHI 106, DET 86",Philadelphia 76ers,Detroit Pistons,20191015,Philadelphia 76ers,106,Detroit Pistons,86,Yes
401163181,"MIA 107, ORL 98",Orlando Magic,Miami Heat,20191017,Miami Heat,107,Orlando Magic,98,No
401163182,"CHI 111, ATL 93",Chicago Bulls,Atlanta Hawks,20191017,Chicago Bulls,111,Atlanta Hawks,93,Yes
401163183,"MIL 118, MIN 96",Milwaukee Bucks,Minnesota Timberwolves,20191017,Milwaukee Bucks,118,Minnesota Timberwolves,96,Yes
401163184,"DEN 110, POR 104",Denver Nuggets,Portland Trail Blazers,20191017,Denver Nuggets,110,Portland Trail Blazers,104,Yes
401163185,"DAL 102, LAC 87",LA Clippers,Dallas Mavericks,20191017,Dallas Mavericks,102,LA Clippers,87,No
401163186,"WSH 112, PHI 93",Philadelphia 76ers,Washington Wizards,20191018,Washington Wizards,112,Philadelphia 76ers,93,No
401163187,"TOR 123, BKN 107",Brooklyn Nets,Toronto Raptors,20191018,Toronto Raptors,123,Brooklyn Nets,107,No
401163188,"HOU 144, MIA 133",Miami Heat,Houston Rockets,20191018,Houston Rockets,144,Miami Heat,133,No
401163189,"NO 117, NY 116",New York Knicks,New Orleans Pelicans,20191018,New Orleans Pelicans,117,New York Knicks,116,No
401163190,"SA 104, MEM 91",San Antonio Spurs,Memphis Grizzlies,20191018,San Antonio Spurs,104,Memphis Grizzlies,91,Yes
401163191,"GS 124, LAL 103",Golden State Warriors,Los Angeles Lakers,20191018,Golden State Warriors,124,Los Angeles Lakers,103,Yes
401160623,"TOR 130, NO 122 (OT)",Toronto Raptors,New Orleans Pelicans,20191022,Toronto Raptors,130,New Orleans Pelicans,122,Yes
401160624,"LAC 112, LAL 102",LA Clippers,Los Angeles Lakers,20191022,LA Clippers,112,Los Angeles Lakers,102,Yes
401160625,"CHA 126, CHI 125",Charlotte Hornets,Chicago Bulls,20191023,Charlotte Hornets,126,Chicago Bulls,125,Yes
401160626,"DET 119, IND 110",Indiana Pacers,Detroit Pistons,20191023,Detroit Pistons,119,Indiana Pacers,110,No
401160627,"ORL 94, CLE 85",Orlando Magic,Cleveland Cavaliers,20191023,Orlando Magic,94,Cleveland Cavaliers,85,Yes
401160628,"MIN 127, BKN 126 (OT)",Brooklyn Nets,Minnesota Timberwolves,20191023,Minnesota Timberwolves,127,Brooklyn Nets,126,No
401160629,"MIA 120, MEM 101",Miami Heat,Memphis Grizzlies,20191023,Miami Heat,120,Memphis Grizzlies,101,Yes
401160630,"PHI 107, BOS 93",Philadelphia 76ers,Boston Celtics,20191023,Philadelphia 76ers,107,Boston Celtics,93,Yes
401160631,"DAL 108, WSH 100",Dallas Mavericks,Washington Wizards,20191023,Dallas Mavericks,108,Washington Wizards,100,Yes
401160632,"SA 120, NY 111",San Antonio Spurs,New York Knicks,20191023,San Antonio Spurs,120,New York Knicks,111,Yes
401160653,"UTAH 100, OKC 95",Utah Jazz,Oklahoma City Thunder,20191023,Utah Jazz,100,Oklahoma City Thunder,95,Yes
401160654,"PHX 124, SAC 95",Phoenix Suns,Sacramento Kings,20191023,Phoenix Suns,124,Sacramento Kings,95,Yes
401160655,"DEN 108, POR 100",Portland Trail Blazers,Denver Nuggets,20191023,Denver Nuggets,108,Portland Trail Blazers,100,No
401160656,"ATL 117, DET 100",Detroit Pistons,Atlanta Hawks,20191024,Atlanta Hawks,117,Detroit Pistons,100,No
401160657,"MIL 117, HOU 111",Houston Rockets,Milwaukee Bucks,20191024,Milwaukee Bucks,117,Houston Rockets,111,No
401160658,"LAC 141, GS 122",Golden State Warriors,LA Clippers,20191024,LA Clippers,141,Golden State Warriors,122,No
401160659,"BOS 112, TOR 106",Boston Celtics,Toronto Raptors,20191025,Boston Celtics,112,Toronto Raptors,106,Yes
401160660,"MIN 121, CHA 99",Charlotte Hornets,Minnesota Timberwolves,20191025,Minnesota Timberwolves,121,Charlotte Hornets,99,No
401160661,"BKN 113, NY 109",Brooklyn Nets,New York Knicks,20191025,Brooklyn Nets,113,New York Knicks,109,Yes
401160662,"CHI 110, MEM 102",Memphis Grizzlies,Chicago Bulls,20191025,Chicago Bulls,110,Memphis Grizzlies,102,No
401160663,"DAL 123, NO 116",New Orleans Pelicans,Dallas Mavericks,20191025,Dallas Mavericks,123,New Orleans Pelicans,116,No
401160664,"WSH 97, OKC 85",Oklahoma City Thunder,Washington Wizards,20191025,Washington Wizards,97,Oklahoma City Thunder,85,No
401160665,"DEN 108, PHX 107 (OT)",Denver Nuggets,Phoenix Suns,20191025,Denver Nuggets,108,Phoenix Suns,107,Yes
401160666,"POR 122, SAC 112",Sacramento Kings,Portland Trail Blazers,20191025,Portland Trail Blazers,122,Sacramento Kings,112,No
401160667,"LAL 95, UTAH 86",Los Angeles Lakers,Utah Jazz,20191025,Los Angeles Lakers,95,Utah Jazz,86,Yes
401160668,"MIA 131, MIL 126 (OT)",Milwaukee Bucks,Miami Heat,20191026,Miami Heat,131,Milwaukee Bucks,126,No
401160669,"PHI 117, DET 111",Detroit Pistons,Philadelphia 76ers,20191026,Philadelphia 76ers,117,Detroit Pistons,111,No
401160670,"ATL 103, ORL 99",Atlanta Hawks,Orlando Magic,20191026,Atlanta Hawks,103,Orlando Magic,99,Yes
401160671,"BOS 118, NY 95",New York Knicks,Boston Celtics,20191026,Boston Celtics,118,New York Knicks,95,No
401160672,"CLE 110, IND 99",Cleveland Cavaliers,Indiana Pacers,20191026,Cleveland Cavaliers,110,Indiana Pacers,99,Yes
401160673,"TOR 108, CHI 84",Chicago Bulls,Toronto Raptors,20191026,Toronto Raptors,108,Chicago Bulls,84,No
401160674,"HOU 126, NO 123",Houston Rockets,New Orleans Pelicans,20191026,Houston Rockets,126,New Orleans Pelicans,123,Yes
401160675,"SA 124, WSH 122",San Antonio Spurs,Washington Wizards,20191026,San Antonio Spurs,124,Washington Wizards,122,Yes
401160676,"UTAH 113, SAC 81",Utah Jazz,Sacramento Kings,20191026,Utah Jazz,113,Sacramento Kings,81,Yes
401160677,"PHX 130, LAC 122",Phoenix Suns,LA Clippers,20191026,Phoenix Suns,130,LA Clippers,122,Yes
401160678,"OKC 120, GS 92",Oklahoma City Thunder,Golden State Warriors,20191027,Oklahoma City Thunder,120,Golden State Warriors,92,Yes
401160679,"MEM 134, BKN 133 (OT)",Memphis Grizzlies,Brooklyn Nets,20191027,Memphis Grizzlies,134,Brooklyn Nets,133,Yes
401160680,"POR 121, DAL 119",Dallas Mavericks,Portland Trail Blazers,20191027,Portland Trail Blazers,121,Dallas Mavericks,119,No
401160681,"MIN 116, MIA 109",Minnesota Timberwolves,Miami Heat,20191027,Minnesota Timberwolves,116,Miami Heat,109,Yes
401160682,"LAL 120, CHA 101",Los Angeles Lakers,Charlotte Hornets,20191027,Los Angeles Lakers,120,Charlotte Hornets,101,Yes
401160683,"DET 96, IND 94",Detroit Pistons,Indiana Pacers,20191028,Detroit Pistons,96,Indiana Pacers,94,Yes
401160684,"NY 105, CHI 98",New York Knicks,Chicago Bulls,20191028,New York Knicks,105,Chicago Bulls,98,Yes
401160685,"PHI 105, ATL 103",Atlanta Hawks,Philadelphia 76ers,20191028,Philadelphia 76ers,105,Atlanta Hawks,103,No
401160686,"TOR 104, ORL 95",Toronto Raptors,Orlando Magic,20191028,Toronto Raptors,104,Orlando Magic,95,Yes
401160687,"HOU 116, OKC 112",Houston Rockets,Oklahoma City Thunder,20191028,Houston Rockets,116,Oklahoma City Thunder,112,Yes
401160688,"MIL 129, CLE 112",Milwaukee Bucks,Cleveland Cavaliers,20191028,Milwaukee Bucks,129,Cleveland Cavaliers,112,Yes
401160689,"GS 134, NO 123",New Orleans Pelicans,Golden State Warriors,20191028,Golden State Warriors,134,New Orleans Pelicans,123,No
401160690,"SA 113, POR 110",San Antonio Spurs,Portland Trail Blazers,20191028,San Antonio Spurs,113,Portland Trail Blazers,110,Yes
401160691,"UTAH 96, PHX 95",Phoenix Suns,Utah Jazz,20191028,Utah Jazz,96,Phoenix Suns,95,No
401160692,"DEN 101, SAC 94",Sacramento Kings,Denver Nuggets,20191028,Denver Nuggets,101,Sacramento Kings,94,No
401160693,"LAC 111, CHA 96",LA Clippers,Charlotte Hornets,20191028,LA Clippers,111,Charlotte Hornets,96,Yes
401160694,"MIA 112, ATL 97",Miami Heat,Atlanta Hawks,20191029,Miami Heat,112,Atlanta Hawks,97,Yes
401160695,"DAL 109, DEN 106",Denver Nuggets,Dallas Mavericks,20191029,Dallas Mavericks,109,Denver Nuggets,106,No
401160696,"LAL 120, MEM 91",Los Angeles Lakers,Memphis Grizzlies,20191029,Los Angeles Lakers,120,Memphis Grizzlies,91,Yes
401160697,"CLE 117, CHI 111",Cleveland Cavaliers,Chicago Bulls,20191030,Cleveland Cavaliers,117,Chicago Bulls,111,Yes
401160698,"ORL 95, NY 83",Orlando Magic,New York Knicks,20191030,Orlando Magic,95,New York Knicks,83,Yes
401160699,"PHI 117, MIN 95",Philadelphia 76ers,Minnesota Timberwolves,20191030,Philadelphia 76ers,117,Minnesota Timberwolves,95,Yes
401160700,"BOS 116, MIL 105",Boston Celtics,Milwaukee Bucks,20191030,Boston Celtics,116,Milwaukee Bucks,105,Yes
401160701,"IND 118, BKN 108",Brooklyn Nets,Indiana Pacers,20191030,Indiana Pacers,118,Brooklyn Nets,108,No
401160702,"TOR 125, DET 113",Toronto Raptors,Detroit Pistons,20191030,Toronto Raptors,125,Detroit Pistons,113,Yes
401160703,"HOU 159, WSH 158",Washington Wizards,Houston Rockets,20191030,Houston Rockets,159,Washington Wizards,158,No
401160704,"POR 102, OKC 99",Oklahoma City Thunder,Portland Trail Blazers,20191030,Portland Trail Blazers,102,Oklahoma City Thunder,99,No
401160705,"UTAH 110, LAC 96",Utah Jazz,LA Clippers,20191030,Utah Jazz,110,LA Clippers,96,Yes
401160706,"CHA 118, SAC 111",Sacramento Kings,Charlotte Hornets,20191030,Charlotte Hornets,118,Sacramento Kings,111,No
401160707,"PHX 121, GS 110",Golden State Warriors,Phoenix Suns,20191030,Phoenix Suns,121,Golden State Warriors,110,No
401160708,"MIA 106, ATL 97",Atlanta Hawks,Miami Heat,20191031,Miami Heat,106,Atlanta Hawks,97,No
401160709,"NO 122, DEN 107",New Orleans Pelicans,Denver Nuggets,20191031,New Orleans Pelicans,122,Denver Nuggets,107,Yes
401160710,"LAC 103, SA 97",LA Clippers,San Antonio Spurs,20191031,LA Clippers,103,San Antonio Spurs,97,Yes
401160711,"BKN 123, HOU 116",Brooklyn Nets,Houston Rockets,20191101,Brooklyn Nets,123,Houston Rockets,116,Yes
401160712,"IND 102, CLE 95",Indiana Pacers,Cleveland Cavaliers,20191101,Indiana Pacers,102,Cleveland Cavaliers,95,Yes
401160713,"MIL 123, ORL 91",Orlando Magic,Milwaukee Bucks,20191101,Milwaukee Bucks,123,Orlando Magic,91,No
401160714,"BOS 104, NY 102",Boston Celtics,New York Knicks,20191101,Boston Celtics,104,New York Knicks,102,Yes
401160715,"CHI 112, DET 106",Chicago Bulls,Detroit Pistons,20191101,Chicago Bulls,112,Detroit Pistons,106,Yes
401160716,"LAL 119, DAL 110 (OT)",Dallas Mavericks,Los Angeles Lakers,20191101,Los Angeles Lakers,119,Dallas Mavericks,110,No
401160717,"SAC 102, UTAH 101",Sacramento Kings,Utah Jazz,20191101,Sacramento Kings,102,Utah Jazz,101,Yes
401160718,"SA 127, GS 110",Golden State Warriors,San Antonio Spurs,20191101,San Antonio Spurs,127,Golden State Warriors,110,No
401160719,"OKC 115, NO 104",Oklahoma City Thunder,New Orleans Pelicans,20191102,Oklahoma City Thunder,115,New Orleans Pelicans,104,Yes
401160720,"DET 113, BKN 109",Detroit Pistons,Brooklyn Nets,20191102,Detroit Pistons,113,Brooklyn Nets,109,Yes
401160721,"DEN 91, ORL 87",Orlando Magic,Denver Nuggets,20191102,Denver Nuggets,91,Orlando Magic,87,No
401160722,"MIN 131, WSH 109",Washington Wizards,Minnesota Timberwolves,20191102,Minnesota Timberwolves,131,Washington Wizards,109,No
401160723,"PHX 114, MEM 105",Memphis Grizzlies,Phoenix Suns,20191102,Phoenix Suns,114,Memphis Grizzlies,105,No
401160724,"MIL 115, TOR 105",Milwaukee Bucks,Toronto Raptors,20191102,Milwaukee Bucks,115,Toronto Raptors,105,Yes
401160725,"CHA 93, GS 87",Golden State Warriors,Charlotte Hornets,20191102,Charlotte Hornets,93,Golden State Warriors,87,No
401160726,"PHI 129, POR 128",Portland Trail Blazers,Philadelphia 76ers,20191102,Philadelphia 76ers,129,Portland Trail Blazers,128,No
401160727,"IND 108, CHI 95",Indiana Pacers,Chicago Bulls,20191103,Indiana Pacers,108,Chicago Bulls,95,Yes
401160728,"MIA 129, HOU 100",Miami Heat,Houston Rockets,20191103,Miami Heat,129,Houston Rockets,100,Yes
401160729,"SAC 113, NY 92",New York Knicks,Sacramento Kings,20191103,Sacramento Kings,113,New York Knicks,92,No
401160730,"LAL 103, SA 96",San Antonio Spurs,Los Angeles Lakers,20191103,Los Angeles Lakers,103,San Antonio Spurs,96,No
401160731,"DAL 131, CLE 111",Cleveland Cavaliers,Dallas Mavericks,20191103,Dallas Mavericks,131,Cleveland Cavaliers,111,No
401160732,"LAC 105, UTAH 94",LA Clippers,Utah Jazz,20191103,LA Clippers,105,Utah Jazz,94,Yes
401160733,"WSH 115, DET 99",Washington Wizards,Detroit Pistons,20191104,Washington Wizards,115,Detroit Pistons,99,Yes
401160734,"BKN 135, NO 125",Brooklyn Nets,New Orleans Pelicans,20191104,Brooklyn Nets,135,New Orleans Pelicans,125,Yes
401160735,"HOU 107, MEM 100",Memphis Grizzlies,Houston Rockets,20191104,Houston Rockets,107,Memphis Grizzlies,100,No
401160736,"MIL 134, MIN 106",Minnesota Timberwolves,Milwaukee Bucks,20191104,Milwaukee Bucks,134,Minnesota Timberwolves,106,No
401160737,"PHX 114, PHI 109",Phoenix Suns,Philadelphia 76ers,20191104,Phoenix Suns,114,Philadelphia 76ers,109,Yes
401160738,"GS 127, POR 118",Golden State Warriors,Portland Trail Blazers,20191104,Golden State Warriors,127,Portland Trail Blazers,118,Yes
401160739,"CHA 122, IND 120 (OT)",Charlotte Hornets,Indiana Pacers,20191105,Charlotte Hornets,122,Indiana Pacers,120,Yes
401160740,"BOS 119, CLE 113",Cleveland Cavaliers,Boston Celtics,20191105,Boston Celtics,119,Cleveland Cavaliers,113,No
401160741,"ATL 108, SA 100",Atlanta Hawks,San Antonio Spurs,20191105,Atlanta Hawks,108,San Antonio Spurs,100,Yes
401160742,"LAL 118, CHI 112",Chicago Bulls,Los Angeles Lakers,20191105,Los Angeles Lakers,118,Chicago Bulls,112,No
401160743,"OKC 102, ORL 94",Oklahoma City Thunder,Orlando Magic,20191105,Oklahoma City Thunder,102,Orlando Magic,94,Yes
401160744,"DEN 109, MIA 89",Denver Nuggets,Miami Heat,20191105,Denver Nuggets,109,Miami Heat,89,Yes
401160745,"DET 122, NY 102",Detroit Pistons,New York Knicks,20191106,Detroit Pistons,122,New York Knicks,102,Yes
401160746,"IND 121, WSH 106",Indiana Pacers,Washington Wizards,20191106,Indiana Pacers,121,Washington Wizards,106,Yes
401160747,"CHI 113, ATL 93",Atlanta Hawks,Chicago Bulls,20191106,Chicago Bulls,113,Atlanta Hawks,93,No
401160748,"TOR 124, SAC 120",Toronto Raptors,Sacramento Kings,20191106,Toronto Raptors,124,Sacramento Kings,120,Yes
401160749,"HOU 129, GS 112",Houston Rockets,Golden State Warriors,20191106,Houston Rockets,129,Golden State Warriors,112,Yes
401160750,"MEM 137, MIN 121",Memphis Grizzlies,Minnesota Timberwolves,20191106,Memphis Grizzlies,137,Minnesota Timberwolves,121,Yes
401160751,"DAL 107, ORL 106",Dallas Mavericks,Orlando Magic,20191106,Dallas Mavericks,107,Orlando Magic,106,Yes
401160752,"UTAH 106, PHI 104",Utah Jazz,Philadelphia 76ers,20191106,Utah Jazz,106,Philadelphia 76ers,104,Yes
401160753,"MIL 129, LAC 124",LA Clippers,Milwaukee Bucks,20191106,Milwaukee Bucks,129,LA Clippers,124,No
401160754,"BOS 108, CHA 87",Charlotte Hornets,Boston Celtics,20191107,Boston Celtics,108,Charlotte Hornets,87,No
401160755,"SA 121, OKC 112",San Antonio Spurs,Oklahoma City Thunder,20191107,San Antonio Spurs,121,Oklahoma City Thunder,112,Yes
401160756,"MIA 124, PHX 108",Phoenix Suns,Miami Heat,20191107,Miami Heat,124,Phoenix Suns,108,No
401160757,"LAC 107, POR 101",LA Clippers,Portland Trail Blazers,20191107,LA Clippers,107,Portland Trail Blazers,101,Yes
401160758,"IND 112, DET 106",Indiana Pacers,Detroit Pistons,20191108,Indiana Pacers,112,Detroit Pistons,106,Yes
401160759,"ORL 118, MEM 86",Orlando Magic,Memphis Grizzlies,20191108,Orlando Magic,118,Memphis Grizzlies,86,Yes
401160760,"CLE 113, WSH 100",Washington Wizards,Cleveland Cavaliers,20191108,Cleveland Cavaliers,113,Washington Wizards,100,No
401160761,"SAC 121, ATL 109",Atlanta Hawks,Sacramento Kings,20191108,Sacramento Kings,121,Atlanta Hawks,109,No
401160762,"MIN 125, GS 119 (OT)",Minnesota Timberwolves,Golden State Warriors,20191108,Minnesota Timberwolves,125,Golden State Warriors,119,Yes
401160763,"TOR 122, NO 104",New Orleans Pelicans,Toronto Raptors,20191108,Toronto Raptors,122,New Orleans Pelicans,104,No
401160764,"NY 106, DAL 102",Dallas Mavericks,New York Knicks,20191108,New York Knicks,106,Dallas Mavericks,102,No
401160765,"DEN 100, PHI 97",Denver Nuggets,Philadelphia 76ers,20191108,Denver Nuggets,100,Philadelphia 76ers,97,Yes
401160766,"UTAH 103, MIL 100",Utah Jazz,Milwaukee Bucks,20191108,Utah Jazz,103,Milwaukee Bucks,100,Yes
401160767,"BKN 119, POR 115",Portland Trail Blazers,Brooklyn Nets,20191108,Brooklyn Nets,119,Portland Trail Blazers,115,No
401160768,"LAL 95, MIA 80",Los Angeles Lakers,Miami Heat,20191108,Los Angeles Lakers,95,Miami Heat,80,Yes
401160769,"BOS 135, SA 115",San Antonio Spurs,Boston Celtics,20191109,Boston Celtics,135,San Antonio Spurs,115,No
401160770,"NO 115, CHA 110",Charlotte Hornets,New Orleans Pelicans,20191109,New Orleans Pelicans,115,Charlotte Hornets,110,No
401160771,"HOU 117, CHI 94",Chicago Bulls,Houston Rockets,20191109,Houston Rockets,117,Chicago Bulls,94,No
401160772,"DAL 138, MEM 122",Memphis Grizzlies,Dallas Mavericks,20191109,Dallas Mavericks,138,Memphis Grizzlies,122,No
401160773,"OKC 114, GS 108",Oklahoma City Thunder,Golden State Warriors,20191109,Oklahoma City Thunder,114,Golden State Warriors,108,Yes
401160774,"DEN 100, MIN 98 (OT)",Minnesota Timberwolves,Denver Nuggets,20191110,Denver Nuggets,100,Minnesota Timberwolves,98,No
401160775,"IND 109, ORL 102",Orlando Magic,Indiana Pacers,20191110,Indiana Pacers,109,Orlando Magic,102,No
401160776,"PHI 114, CHA 106",Philadelphia 76ers,Charlotte Hornets,20191110,Philadelphia 76ers,114,Charlotte Hornets,106,Yes
401160777,"MIL 121, OKC 119",Oklahoma City Thunder,Milwaukee Bucks,20191110,Milwaukee Bucks,121,Oklahoma City Thunder,119,No
401160778,"CLE 108, NY 87",New York Knicks,Cleveland Cavaliers,20191110,Cleveland Cavaliers,108,New York Knicks,87,No
401160779,"PHX 138, BKN 112",Phoenix Suns,Brooklyn Nets,20191110,Phoenix Suns,138,Brooklyn Nets,112,Yes
401160780,"POR 124, ATL 113 (OT)",Portland Trail Blazers,Atlanta Hawks,20191110,Portland Trail Blazers,124,Atlanta Hawks,113,Yes
401160781,"TOR 113, LAL 104",Los Angeles Lakers,Toronto Raptors,20191110,Toronto Raptors,113,Los Angeles Lakers,104,No
401160782,"MIN 120, DET 114",Detroit Pistons,Minnesota Timberwolves,20191111,Minnesota Timberwolves,120,Detroit Pistons,114,No
401160783,"BOS 116, DAL 106",Boston Celtics,Dallas Mavericks,20191111,Boston Celtics,116,Dallas Mavericks,106,Yes
401160785,"MEM 113, SA 109",San Antonio Spurs,Memphis Grizzlies,20191111,Memphis Grizzlies,113,San Antonio Spurs,109,No
401160784,"HOU 122, NO 116",New Orleans Pelicans,Houston Rockets,20191111,Houston Rockets,122,New Orleans Pelicans,116,No
401160786,"UTAH 122, GS 108",Golden State Warriors,Utah Jazz,20191111,Utah Jazz,122,Golden State Warriors,108,No
401160787,"LAC 98, TOR 88",LA Clippers,Toronto Raptors,20191111,LA Clippers,98,Toronto Raptors,88,Yes
401160788,"IND 111, OKC 85",Indiana Pacers,Oklahoma City Thunder,20191112,Indiana Pacers,111,Oklahoma City Thunder,85,Yes
401160789,"PHI 98, CLE 97",Philadelphia 76ers,Cleveland Cavaliers,20191112,Philadelphia 76ers,98,Cleveland Cavaliers,97,Yes
401160790,"MIA 117, DET 108",Miami Heat,Detroit Pistons,20191112,Miami Heat,117,Detroit Pistons,108,Yes
401160791,"CHI 120, NY 102",Chicago Bulls,New York Knicks,20191112,Chicago Bulls,120,New York Knicks,102,Yes
401160792,"ATL 125, DEN 121",Denver Nuggets,Atlanta Hawks,20191112,Atlanta Hawks,125,Denver Nuggets,121,No
401160793,"LAL 123, PHX 115",Phoenix Suns,Los Angeles Lakers,20191112,Los Angeles Lakers,123,Phoenix Suns,115,No
401160794,"UTAH 119, BKN 114",Utah Jazz,Brooklyn Nets,20191112,Utah Jazz,119,Brooklyn Nets,114,Yes
401160795,"SAC 107, POR 99",Sacramento Kings,Portland Trail Blazers,20191112,Sacramento Kings,107,Portland Trail Blazers,99,Yes
401160796,"MEM 119, CHA 117",Charlotte Hornets,Memphis Grizzlies,20191113,Memphis Grizzlies,119,Charlotte Hornets,117,No
401160797,"ORL 112, PHI 97",Orlando Magic,Philadelphia 76ers,20191113,Orlando Magic,112,Philadelphia 76ers,97,Yes
401160798,"BOS 140, WSH 133",Boston Celtics,Washington Wizards,20191113,Boston Celtics,140,Washington Wizards,133,Yes
401160799,"HOU 102, LAC 93",Houston Rockets,LA Clippers,20191113,Houston Rockets,102,LA Clippers,93,Yes
401160800,"MIN 129, SA 114",Minnesota Timberwolves,San Antonio Spurs,20191113,Minnesota Timberwolves,129,San Antonio Spurs,114,Yes
401160801,"LAL 120, GS 94",Los Angeles Lakers,Golden State Warriors,20191113,Los Angeles Lakers,120,Golden State Warriors,94,Yes
401160802,"TOR 114, POR 106",Portland Trail Blazers,Toronto Raptors,20191113,Toronto Raptors,114,Portland Trail Blazers,106,No
401160809,"CHA 109, DET 106",Charlotte Hornets,Detroit Pistons,20191115,Charlotte Hornets,109,Detroit Pistons,106,Yes
401160810,"ORL 111, SA 109",Orlando Magic,San Antonio Spurs,20191115,Orlando Magic,111,San Antonio Spurs,109,Yes
401160811,"HOU 111, IND 102",Houston Rockets,Indiana Pacers,20191115,Houston Rockets,111,Indiana Pacers,102,Yes
401160812,"MEM 107, UTAH 106",Memphis Grizzlies,Utah Jazz,20191115,Memphis Grizzlies,107,Utah Jazz,106,Yes
401160813,"WSH 137, MIN 116",Minnesota Timberwolves,Washington Wizards,20191115,Washington Wizards,137,Minnesota Timberwolves,116,No
401160814,"OKC 127, PHI 119 (OT)",Oklahoma City Thunder,Philadelphia 76ers,20191115,Oklahoma City Thunder,127,Philadelphia 76ers,119,Yes
401160815,"BOS 105, GS 100",Golden State Warriors,Boston Celtics,20191115,Boston Celtics,105,Golden State Warriors,100,No
401160816,"LAL 99, SAC 97",Los Angeles Lakers,Sacramento Kings,20191115,Los Angeles Lakers,99,Sacramento Kings,97,Yes
401160817,"BKN 117, CHI 111",Chicago Bulls,Brooklyn Nets,20191116,Brooklyn Nets,117,Chicago Bulls,111,No
401160818,"MIL 102, IND 83",Indiana Pacers,Milwaukee Bucks,20191116,Milwaukee Bucks,102,Indiana Pacers,83,No
401160819,"CHA 103, NY 102",New York Knicks,Charlotte Hornets,20191116,Charlotte Hornets,103,New York Knicks,102,No
401160820,"MIA 109, NO 94",Miami Heat,New Orleans Pelicans,20191116,Miami Heat,109,New Orleans Pelicans,94,Yes
401160821,"HOU 125, MIN 105",Minnesota Timberwolves,Houston Rockets,20191116,Houston Rockets,125,Minnesota Timberwolves,105,No
401160822,"DAL 110, TOR 102",Dallas Mavericks,Toronto Raptors,20191116,Dallas Mavericks,110,Toronto Raptors,102,Yes
401160823,"POR 121, SA 116",San Antonio Spurs,Portland Trail Blazers,20191116,Portland Trail Blazers,121,San Antonio Spurs,116,No
401160824,"LAC 150, ATL 101",LA Clippers,Atlanta Hawks,20191116,LA Clippers,150,Atlanta Hawks,101,Yes
401160825,"PHI 114, CLE 95",Cleveland Cavaliers,Philadelphia 76ers,20191117,Philadelphia 76ers,114,Cleveland Cavaliers,95,No
401160826,"SAC 100, BOS 99",Sacramento Kings,Boston Celtics,20191117,Sacramento Kings,100,Boston Celtics,99,Yes
401160827,"ORL 125, WSH 121",Orlando Magic,Washington Wizards,20191117,Orlando Magic,125,Washington Wizards,121,Yes
401160828,"DEN 131, MEM 114",Memphis Grizzlies,Denver Nuggets,20191117,Denver Nuggets,131,Memphis Grizzlies,114,No
401160829,"NO 108, GS 100",New Orleans Pelicans,Golden State Warriors,20191117,New Orleans Pelicans,108,Golden State Warriors,100,Yes
